dlga_tavern_traveler_medic_accept:close_window|Покажите мне пациента...
dlga_tavern_traveler_talk:tavern_traveler_companion_location|Я ищу одного человека...
dlga_tavern_traveler_companion_location:tavern_traveler_companion_location_ask|Может, я смогу вам помочь. Кого вы ищете?
dlga_tavern_traveler_companion_location_ask:tavern_traveler_companion_location_ask_2|{s11}
dlga_tavern_traveler_companion_location_ask:tavern_traveler_pretalk|Никого.
dlga_tavern_traveler_companion_location_ask_2:tavern_traveler_companion_location_ask_money|Кажется, я знаю, где {s15}. Скажу за 30 динаров.
dlga_tavern_traveler_companion_location_ask_money:tavern_traveler_companion_location_tell|Ладно. Вот вам 30 динаров.
dlga_tavern_traveler_companion_location_ask_money:tavern_traveler_pretalk|Нет, спасибо.
dlga_tavern_traveler_companion_location_tell:tavern_traveler_pretalk|{s15} находится сейчас в {s11}.{s12}
dlga_tavern_traveler_talk:tavern_traveler_peddler_location|Я ищу путешествующих торговцев...
dlga_tavern_traveler_peddler_location:tavern_traveler_peddler_location_ask|Может быть, я смогу вам помочь. Кого вы ищете?
dlga_tavern_traveler_peddler_location_ask:tavern_traveler_peddler_location_ask_2|Финнеас де Дигит
dlga_tavern_traveler_peddler_location_ask:tavern_traveler_peddler_location_ask_2.1|Брат Рандалф
dlga_tavern_traveler_peddler_location_ask:tavern_traveler_pretalk|Ничего.
dlga_tavern_traveler_peddler_location_ask_2:tavern_traveler_peddler_location_ask_money|Пожалуй, я знаю, где находится {s15}. Информация твоя за 50 динаров.
dlga_tavern_traveler_peddler_location_ask_money:tavern_traveler_peddler_location_tell|Хорошо. Вот 50 динаров.
dlga_tavern_traveler_peddler_location_ask_money:tavern_traveler_pretalk|Ничего.
dlga_tavern_traveler_peddler_location_tell:tavern_traveler_pretalk|{s15} сейчас находится в {s16}.
dlga_tavern_traveler_talk:traveler_snakes|Слышали ли вы что-нибудь необычное о культе Змеи в последнее время?
dlga_traveler_snakes:tavern_traveler_pretalk|Я не знаю ничего об этих проклятых змеях. Я не скажу ничего на глазах у всех здесь, во всяком случае.
dlga_traveler_snakes:traveler_snakes_pay|Пожалуйста, говорите потише... За пару монет я могу рассказать вам кое-что интересное. Я рискую здесь своей ценнейшей головой, так что не злитесь, что я прошу целых 100 золотых. Поверьте, моя информация того стоит.
dlga_traveler_snakes_pay:traveler_snakes_quest|Надеюсь, это действительно того стоит. Вот 100 динаров.
dlga_traveler_snakes_pay:tavern_traveler_pretalk|Сожалею, это не то, что это стоит для меня.
dlga_traveler_snakes_quest:close_window|Теперь послушай внимательно, потому что это совершенно необычная история.^Неделю назад мой двоюродный брат проезжал мимо {s8}. Дорога должна была быть безопасной, или он так думал. Он обедал в небольшом лесу на обочине дороги, как вдруг небольшая группа культа Змеи проехала по дороге, визжа и шипя, это их привычка.^Он быстро спрятался от них, но смог различить некоторые их слова: что-то о 'Убить Грандмастера' и 'Секретная Крепость'. Я не мог понять, что это значит, но, возможно, кто-то еще сможет понять смысл этих слов. Например, писцы ордена^Во всяком случае, я надеюсь, что вы можете остановить этих змей.
